Sample,Order,Batch,Group,ethanolamine..62.,Glycine..76.,Trimethylamine.N.oxide..TMAO...76.1.,X3C13.Glycine..79.,beta.alanine..89.99.,Alanine..90.,X4C13.Alanine..94.,Cadaverine..103.,X3.Aminoisobutyrate..103.98.,Choline..103.99.,Dimethylglycine..104.,L.2.aminobutyric.acid..104.01.,X2C13.Choline..106.,Serine..106.01.,X4C13.Serine..110.,Hypotaurine..110.01.,Creatinine..114.,X5.6.dihydrouracil..115.,Proline..116.,d3.Creatinine..117.,X5.Aminovaleric.Acid..117.98.,Betaine..117.99.,Valine..118.,Threonine..120.,Cysteine..122.,X6C13.Proline..122.,Niacinamide..123.,X6C13.Valine..124.,X5C13.Threonine..125.,Taurine..125.99.,Pyroglutamic.Acid..130.04.,Pipecolate..130.,Creatine..131.98.,Hydroxyproline..131.99.,Leucine..D.norleucine..132.01.,iso.Leucine..allo.isoleucine..132.02.,Ornithine..132.9.,Asparagine..133.,Aspartic.Acid..134.,S.methylcysteine..136.,X1.methylnicotinamide..137.,trigonelline..138.01.,X5C13.Aspartic.Acid..138.98.,X6C13.Asparagine..138.99.,X7C13.Leucine..139.,X7C13.iso.Leucine..139.01.,Glutamine..146.99.,Lysine..147.,Deoxycarnitine..147.01.,Glutamic.acid..148.,Methionine..149.99.,X2C13.Glutamic.acid..150.,X7C13.Glutamine..153.99.,X6C13.Glutamic.acid..154.,X8C13.Lysine..155.,X6C13.Methionine..155.99.,Histidine..156.,Carnitine..162.,X9C13.Histidine..165.,Phenylalanine..165.99.,methionine.sulfoxide..166.,Epinephrine..166.,X7.methylguanine..166.01.,X1.3.Methylhistidine..169.99.,Arginine..175.,X10C13.Phenylalanine..176.,Cotinine..176.99.,Cysteinyl.Glycine..Cys.Gly...179.,Gluconolactone..179.01.,Tyrosine..182.1.,X213C.Tyrosine..184.1.,X10C13.Arginine..185.1.,N6.Acetyl.lysine..188.99.,homoarginine..189.,N6.Trimethyllysine..189.01.,homocitrulline..190.,X1013C.Tyrosine..192.1.,Caffeine..195.,dimethylarginine..A.SDMA...203.,Acetylcarnitine..204.1.,Tryptophan..205.1.,L.Kynurenine..209.1.,X13C13.Tryptophan..218.1.,Cystine..241.1.,Uridine..245.2.,isovalerylcarnitine..246.,X8C13.Cystine..249.1.,X11C13.Uridine..256.2.,Glycerophosphocholine..258.,succinylcarnitine..262.,Thiamine..265.,Adenosine..268.2.,Inosine..269.2.,glutarylcarnitine..276.,X1.Methyladenosine..282.1.,X6.Methyladenosine..282.2.,X5..methylthioadenosine..298.,N2.N2.Dimethylguanosine..312.2.,UMP..325.,GMP..364.1.,riboflavin..377.,SAH..385.,S.adenosylmethionine..SAM...399.,thyroxine..777.5.,FAD..786.
Pos_094,119,1,2,13.88164447,16.40523768,14.98188502,16.31341012,14.74991632,21.50483848,20.39588032,16.08066633,14.12839295,23.70053237,15.90258616,13.86890602,25.44676004,21.15777187,20.92535811,14.77683887,22.28403173,16.33426635,20.18146254,23.49866462,14.62569179,24.61222091,20.80044481,20.85388476,12.95917051,20.50439764,14.32191631,19.41547477,20.05980292,18.91471802,17.15218183,16.27761353,24.19618373,18.91584745,21.33373603,19.42573978,21.00767481,19.03056159,18.36063366,15.5611569,17.95293645,17.18520199,20.6323914,20.1153149,22.04821449,18.95586183,23.80134904,23.42357321,17.18743432,22.6235277,17.8444407,22.62040936,21.61511921,22.24613959,23.32324642,17.72878428,24.03748615,24.6355189,21.10287637,23.30236835,16.2416526,21.59966422,15.12994047,17.88013846,24.38489514,21.409454,20.48704061,14.90254326,13.07948111,18.89253526,20.81374038,25.28499726,15.66733319,19.74424657,22.17320526,15.25690733,16.08382411,17.4301451,21.65041143,22.88648346,20.63451369,16.51753512,20.09626047,17.62987406,15.17392797,18.50764572,17.39129589,16.38227219,21.01793491,16.34810823,13.81813646,13.09841289,13.91873723,16.70106178,19.54355878,12.65967824,12.71643628,15.56309871,14.09375801,15.23907954,12.89315019,12.99447922,16.49100499,15.81770397,15.19586615
Pos_095,120,1,3,13.24933205,16.51007801,19.12129242,16.43911088,14.34866812,20.12326092,20.3934675,16.13703693,12.49395442,22.57539508,15.14471636,13.42878361,25.42815334,21.30100318,20.89441369,14.03506892,22.60147791,16.38362725,20.95487788,23.49666056,14.87704546,24.43032239,21.23748387,21.38642481,13.9460982,20.57848007,14.52076194,19.42897599,19.99095297,18.27096378,18.02243724,16.99977791,21.19540058,18.0439602,21.1935444,19.53705705,20.7042261,18.43970305,18.44641642,15.80385663,17.00871678,13.93593564,20.65090052,20.12579486,21.99453323,18.93908645,23.91104367,23.17090904,16.86631673,21.7274012,17.55324059,22.57569792,21.55012074,22.24426306,23.18157279,17.6537974,23.06945792,23.48962863,21.03734657,22.80677587,15.83945482,21.17685538,15.55095426,16.58947856,24.38102727,21.32001812,18.30397726,14.42652211,12.21742639,19.16285694,20.94024268,25.33805287,16.19261358,18.92875081,22.79746857,15.10121323,16.18012334,13.10638148,20.81770592,23.12584414,20.56362643,15.17666985,20.05017564,18.44962651,14.73196817,17.21830767,17.4068241,16.36368523,20.87027872,15.86052703,16.68254588,14.0837389,12.82635783,16.16912946,19.39765051,12.84915752,12.82150572,15.39817384,13.61052005,14.80123484,13.77799097,13.66251644,16.55757894,15.98830182,15.13529618
Pos_096,121,1,4,13.42919981,16.60837788,18.75027041,16.37731749,14.73600488,20.80297991,20.4891899,15.83609734,13.21485664,23.28391455,16.20290928,13.44075305,25.42241088,21.57806675,20.89756493,14.87472579,22.72065574,19.54320552,21.42714791,23.51433848,15.03398665,24.6508511,21.85586207,21.7519875,12.45419088,20.68345967,15.40972274,19.38363371,20.09749046,18.77812192,17.27058697,17.12940778,21.84533438,18.5614643,21.65830635,20.2139198,20.99029912,19.35663113,18.44962151,15.86313928,18.22947346,13.54807483,20.77985525,20.19740609,22.0357001,19.07441468,24.41243005,23.53113061,16.66089759,22.45024652,17.74784936,22.55783294,21.57942475,22.33414241,23.38158147,17.68685966,23.51616018,24.07819932,21.01823056,23.16228205,16.25809037,21.42357288,15.05022729,17.26683361,24.70727903,21.3619936,20.50498921,15.51008652,13.38190401,19.31070052,20.8735806,25.4414262,15.87830178,19.40498904,22.76246063,14.68044472,16.46450852,13.37810846,21.14789002,22.75862662,20.94711094,15.7467111,20.15853229,19.07338636,15.26162192,18.45061217,17.78290829,16.31285065,21.24867298,15.95079844,17.34728133,14.76082875,14.08991802,16.61662225,19.4504241,12.49021945,12.68329331,15.7965924,14.65533419,16.1311496,15.63535877,13.94602638,16.76347284,15.9371847,14.96195129
Pos_097,122,1,3,13.1927292,17.15041346,18.60057255,16.48413331,14.56840786,20.34384517,20.34964142,15.83096363,14.28282487,23.28679919,15.66228211,13.15232826,25.41241736,21.21830773,20.83088999,14.30507907,21.8199504,16.26836487,21.54186806,23.50956347,14.69677124,24.59153958,21.11237115,20.77766945,12.41005837,20.55487868,14.638732,19.29335489,19.99494691,18.52665536,17.08666362,16.99494383,21.3486972,20.88015429,20.71373405,18.83316029,20.59494927,19.14315649,18.34108821,15.99614219,17.98067569,14.74423791,20.57137659,20.16708514,22.0042364,18.9855629,24.25554048,22.80549613,16.96967075,22.02125313,17.61568484,22.5080194,21.52251625,22.24239739,23.31348994,17.60387215,23.50978793,23.86680157,20.97945756,22.97490094,15.71463264,21.29268645,15.56823373,16.71113285,23.35853773,21.3368675,21.24319923,13.72819494,12.78127849,18.95203765,20.81882791,25.49922357,15.52128168,18.3633286,22.29545697,14.56544484,16.29564781,19.08539391,20.53137487,22.36661094,19.95183432,15.25143698,20.07573311,17.93319318,14.11406301,16.97355055,17.6398465,16.4314056,20.30463432,14.93952599,16.37763398,12.96686239,12.36309789,15.83955929,19.21576722,12.34348756,12.2892833,15.23260653,13.55935085,15.32683426,14.59968681,13.27444673,16.44895313,16.34183824,13.98476373
Pos_098,123,1,4,13.71354463,16.02940251,16.00456281,16.50331744,15.26161312,20.12434863,20.35245732,15.55050652,15.26650817,23.45621895,16.53818161,14.4069013,25.50548888,21.41228923,20.94224796,15.28694362,22.39982101,18.62252842,20.26498301,23.5849502,14.34020126,24.97136916,21.28429436,20.87191838,12.72398011,20.72131759,15.69211183,19.34142268,20.10887656,19.22086417,17.86563741,17.09057435,23.82946133,18.99864594,21.76653218,20.72517511,20.5799118,18.52946569,18.59218114,15.65788618,18.34482097,14.30579828,20.61414481,20.18102988,22.05740097,19.16404024,23.51734815,23.04427184,17.42135381,22.36172991,17.43032275,22.5751229,21.58179869,22.29149361,23.31232468,17.68465142,22.8608622,24.16440551,21.11304152,22.66404821,14.9969376,20.90480761,13.83227775,17.28449716,24.46625227,21.4443007,14.28398465,14.15282882,13.62100591,18.47727343,20.97652317,25.44363903,15.86904326,19.15819933,22.5544127,15.2808334,16.24433703,12.74691668,21.03238944,24.28197212,19.98823828,14.32519689,20.10955252,17.79415159,15.62404359,18.15470153,17.63751687,16.37306976,20.97809904,15.55514992,15.56182577,14.03056614,13.21269259,15.8883804,19.32931582,12.98110929,11.52960409,15.37742304,15.197772,15.8072872,12.85576795,12.244739,15.96724532,15.95195902,14.05241281
Pos_099,124,1,3,14.0956218,16.4275838,15.0738021,16.51582419,14.65613239,20.70391208,20.46139914,15.96859682,13.5561065,23.18349467,15.79796164,13.3684186,25.45603964,21.37989312,20.92404832,14.73870892,22.02564674,16.56734164,21.77187627,23.53920952,15.37743456,24.49194332,21.59650534,21.35363234,13.3170462,20.7013304,14.85570666,19.40119343,20.06856015,18.66695093,17.78851897,17.58610929,22.33798953,20.49766212,21.54141627,19.83057143,21.33580303,19.24774182,18.54484412,15.56311185,17.88528722,13.20912467,20.65949427,20.0912953,22.01504197,19.02084481,24.44307227,22.9248543,16.99328989,22.42210609,17.54859085,22.53186251,21.48447795,22.21553924,23.23507737,17.64904131,23.45564384,23.86804955,21.02313938,23.24915748,16.06210697,21.53284604,14.79121039,16.47636712,24.3105658,21.33107897,21.76134265,15.26520096,13.90508728,19.07650315,20.94335567,25.34772914,15.4614664,18.93389115,21.68203245,14.48022768,16.45228277,15.14239502,20.57768623,22.29916181,20.7197626,15.61737295,20.14590711,18.27016233,14.82761185,17.66623193,17.37086294,16.38210957,21.28728736,16.38584274,18.06777779,13.6800775,12.52871807,16.21585656,19.39014017,12.7467392,12.19535976,15.48908335,13.96900606,15.24682331,15.1029413,13.13538293,15.95318939,16.11818435,14.99988563
Pos_100,125,1,1,13.81543368,16.14958928,18.79066899,16.55335257,14.82401343,21.27707962,20.33896888,15.85280622,13.71446473,23.16586922,16.75015966,13.66133626,25.46877972,20.72630121,20.85881602,14.29169735,22.89547938,16.33374174,21.07628078,23.52480736,14.81093989,24.50674816,20.80732211,20.15473303,13.74162591,20.66794266,14.74723009,19.41306863,19.9443514,19.10753101,17.24326436,17.1281354,22.46212063,18.81065714,20.33112271,18.71122213,20.32467046,17.71463844,18.18196539,15.07167803,20.20790237,20.70878374,20.66788877,20.10353239,22.02742659,18.94503252,24.15398803,22.52439492,16.57848542,22.91410001,15.95669347,22.49875897,21.54024007,22.24760037,23.33695268,17.69374791,23.20531291,24.22795245,21.06889052,21.95665662,14.84110288,20.27208572,16.32296717,21.56113566,23.8130044,21.4144397,19.15019985,14.10185022,13.22606686,18.40004439,21.07396889,25.47537018,15.84000036,19.22997669,22.67702824,14.83726876,16.22559516,21.0133172,20.78114358,23.54705711,20.63470786,15.79935358,20.11457508,18.60354217,15.38027428,17.30579474,17.50229359,16.23676068,20.95319641,16.46412716,15.44334599,12.74437547,15.01186443,16.52734781,18.83647342,13.3483257,12.25558438,15.51253904,12.80042645,15.77711134,13.23986652,13.48449806,16.47962995,16.01047257,14.57384349
Pos_QC(I)#12,126,1,qc,14.96586832,17.18288215,18.15186542,16.43298441,14.95075273,21.50552733,20.33451736,15.65814547,14.08811417,24.50436247,16.78110033,13.76780382,25.31511479,22.28642424,20.91385109,15.13372609,22.84483896,19.10961327,21.48347629,23.5753487,15.77594743,24.94397211,21.77203428,21.39610483,13.13164578,20.71747028,14.84894177,19.55797218,20.05619308,19.52717269,18.47777841,17.34467434,22.47164171,19.49298672,22.02042826,20.55883148,21.68191514,19.20168142,19.3861597,15.95499407,19.29810338,19.54440541,20.70036656,20.21152069,22.07646071,19.18489372,24.0863544,23.56438392,17.04769239,23.25798882,17.57736138,22.20934762,21.83856667,22.18846404,23.29788019,17.72133981,23.84731728,24.35179403,20.72261938,23.3836787,17.76638315,21.68447824,15.47031484,21.4743908,25.72228287,21.53016341,18.45917981,11.35534713,13.90388871,19.24494128,21.1140477,25.40404517,15.60991673,19.97948797,22.80400051,15.29085759,16.58756885,22.17365317,21.30333467,22.99996864,21.50912215,15.43051447,20.12138691,17.12830287,16.74259925,18.09015746,17.97204054,16.39538725,23.09718637,14.55644287,15.63249977,12.80492148,13.53721728,16.39902197,18.7970738,13.53896752,12.70939048,14.93658365,14.9009875,16.28327636,14.53828965,14.53487758,13.56875183,16.29920139,14.31707073
Pos_101,128,1,3,13.86949684,16.24635943,16.13802716,16.38857463,14.96606643,20.09875509,20.44422156,15.91820736,14.26650126,22.54771118,15.92501896,13.76720645,25.58499338,21.19938017,20.91814227,14.9420504,22.61737896,16.41032517,20.20674669,23.55557125,14.72443198,24.55124073,21.21197026,20.93365158,13.2370995,20.72210857,15.59069199,19.39183175,19.88786453,18.93385876,17.01816443,17.00666138,22.00583927,18.64608174,21.36886647,20.21950541,20.12972193,18.61870436,18.43144715,15.55973661,17.13162217,13.00588297,20.72212754,20.11976508,22.04864915,19.05780958,23.57701137,22.83054278,16.65990577,22.33774662,17.39833538,22.5786759,21.58899383,22.21068639,23.27456146,17.68356205,23.11329239,24.06424547,21.10823835,22.77089303,14.86843631,21.09689945,14.61379506,17.71587754,24.43400957,21.41353151,16.65807486,14.21162223,13.32879007,18.8916621,21.00416446,25.48018441,15.20417594,19.12230415,22.20955728,15.40733909,16.49688864,13.99584034,21.03490829,23.63501734,20.63578066,15.43511732,20.09745188,17.78573658,15.44017064,18.02566623,17.29925992,16.25678128,21.761876,15.72167287,16.02195695,14.67161309,13.14607572,15.50991185,19.49115416,12.99153745,11.11004548,15.57654856,14.80367438,15.95330653,13.04811651,13.23080348,15.33359807,15.75928357,14.85528702
Pos_102,129,1,1,13.88115838,16.64446659,17.09232386,16.53216209,14.76419446,21.12143513,20.16399659,15.77857176,13.91637792,22.31361703,16.55000706,13.8041267,25.49202688,20.95852366,20.8321162,14.71625502,23.01673566,16.11593417,21.09931102,23.4877127,15.16811134,24.16755612,21.65647311,20.6741862,13.29146996,20.61647309,14.27490631,19.56964961,20.00002425,18.92579136,18.03694664,17.89818977,23.45699793,19.47003319,21.61687523,18.59662058,20.12990425,18.81479972,18.03179334,15.5042725,19.11346373,17.00386223,20.58131765,20.18831379,22.03986068,19.16914312,24.23950166,23.0208246,16.55670097,21.79689084,17.13553692,22.51471729,21.53937855,22.23158431,23.25360182,17.75400262,24.55851445,24.01148663,21.62429325,23.06992112,15.15662883,21.4234242,16.20533555,20.00387017,23.40119773,21.40055248,14.19823458,14.2696349,13.62160751,19.00734649,20.99942448,25.62844001,15.4912919,19.84643369,21.79817478,16.04193597,16.29739838,21.0250401,21.9940854,23.19115859,21.10015135,15.50125891,20.08432423,17.27552623,15.1256973,18.19311918,17.45613304,16.2374634,20.62339321,19.65446969,15.38965965,13.458418,12.47943259,15.89259121,19.78810678,12.9822831,12.17304325,15.64761,13.23386817,14.95120991,14.01687191,14.04041852,16.07927317,15.79091396,14.66872923
Pos_103,130,1,1,13.98335141,16.33837366,16.17369024,16.19001816,14.47718436,21.04903793,19.97736384,15.95626074,14.03815201,23.29054258,16.52909134,14.1440024,25.4651651,20.39896597,20.95383008,15.24130464,22.58869072,16.02351678,20.30422997,23.51550293,15.15352403,24.78970394,20.80295991,19.89556503,12.78611896,20.56798021,15.5290065,19.75414269,19.96985111,19.54157887,16.72899353,16.45365624,22.69370309,17.18967557,20.44190729,18.29729289,20.17991269,18.11152966,17.93378876,15.50099806,19.57002554,19.85697381,20.58133262,20.19936232,22.026209,19.08848757,24.23109757,22.80819941,15.92288,21.71255195,16.37943862,22.59083769,21.59124924,22.09554338,23.39316041,17.7521266,23.97484311,24.28179675,21.13127838,22.26448765,15.48260127,20.60698454,15.91884631,18.68079909,23.56486559,21.25889916,21.37905259,13.90136033,13.3974017,18.66594941,21.06348669,25.53606031,14.92222385,19.57384918,21.62194729,15.29076759,16.4467143,21.59665219,21.243863,23.06166928,20.59339804,15.60700309,19.95539802,18.33956118,14.09855995,17.71120975,17.37070043,16.18997411,21.00937503,16.46086356,14.85273914,12.52165671,12.73776544,16.21444397,19.78797545,13.44996647,12.03041066,15.39459709,14.09069757,16.2924618,14.6970823,13.17229674,15.80742766,16.01553944,15.51714352
Pos_104,131,1,2,13.43095967,15.73155668,14.97223568,16.38495525,12.96105683,20.11948522,20.32189934,15.95493161,14.35771456,22.27380671,15.23556294,13.41770566,25.52900932,20.73595295,20.83054939,14.85617342,22.28964059,15.43968309,19.873145,23.50179611,14.4004389,24.02391944,21.31310889,20.70668277,12.64677671,20.66631716,13.64948443,19.46282266,20.0344334,18.29307063,17.75614223,18.80414218,23.26359343,18.24372184,21.17286895,19.31169294,19.45041545,18.59173548,18.1882623,15.10204425,16.7173937,13.9068227,20.67818426,20.14626707,22.00544359,19.01467552,23.82617785,23.3053641,16.07806582,20.61867888,16.92231279,22.51831122,21.5647781,22.13062913,23.29994539,17.6209364,23.54939883,23.34639883,20.98748776,22.68505687,15.1509406,20.9500128,15.74490411,17.93569942,23.90799696,21.43215612,21.34412907,13.65699172,12.66445909,18.23143629,21.11740559,25.60948425,16.28178845,21.30317152,21.4640499,16.83760496,16.15494151,17.05232926,20.9637088,22.8038798,20.08101387,14.63363181,20.10097116,18.11052433,14.64434795,17.11666962,17.45390581,16.38353335,19.6361372,13.81627484,15.65267033,12.56465443,12.78471121,16.06694263,19.23674422,11.92327748,12.34060052,15.0022537,12.66716504,14.7761054,15.28973437,13.22492811,16.61316562,15.93857891,14.31995929
Pos_105,132,1,2,13.87147445,16.27121752,16.85203487,16.40367727,14.51233981,20.65740022,20.19539195,15.99033053,13.9353899,22.67737471,16.05021142,13.6933679,25.56899162,20.82926376,20.88824202,14.64872872,23.00652531,16.9231532,20.43671681,23.52165976,14.61046706,24.16423669,21.16935587,20.34553342,12.57597877,20.64929689,13.75399987,19.70400124,20.0237617,18.31936875,17.5002943,17.82040482,22.91984459,18.65756904,21.02651024,19.49863187,19.84975963,18.67689235,18.06578502,15.61289528,19.18096658,15.41296927,20.56798342,20.20534781,22.08194096,19.14240478,23.90407247,22.93268286,16.72743195,21.35234815,17.51341157,22.50415617,21.56564127,22.22588802,23.33876183,17.70440619,23.54419467,24.03403849,21.1511144,22.83299347,15.2548133,21.15828798,16.11876183,18.76485139,23.72619716,21.45878043,13.51072684,14.35580225,13.69334253,18.64011064,20.99900173,25.57431544,16.10801558,19.56151203,22.47928795,15.90587007,16.40111092,19.17676178,21.22089775,22.68629999,20.42390564,15.19838657,20.10221648,17.24251987,14.89799788,17.54590906,17.35737382,16.38504843,19.96826001,15.07509985,15.19576685,12.70458146,11.97900886,15.50869859,19.84378699,13.16680071,12.55129741,15.7915156,14.47603465,14.50555852,13.88609552,13.04207376,16.37481281,15.75195024,14.6125298
Pos_106,133,1,4,13.85818147,16.64034831,18.23697175,16.51169304,14.98549743,20.4853279,20.19889242,16.15875978,13.10410042,23.5934086,16.49312199,13.20137094,25.39909983,21.43424549,20.80769534,14.55295847,22.75686364,17.88680032,21.06428541,23.5000839,14.84827069,23.72762428,21.71728109,22.08097091,13.66312232,20.57269141,15.19757973,19.66848658,19.9804335,18.98202627,16.78007668,17.54842447,21.99219262,18.70990761,21.51707008,20.15140593,20.9485594,19.01322499,18.28468596,15.67762862,20.46789179,18.46783634,20.75602636,20.20494258,22.01368944,18.97784519,24.41755379,23.24274735,17.236762,22.12971907,17.71885352,22.51603658,21.44163566,22.23913898,23.14393159,17.58556964,23.12533625,24.03952499,21.02392359,22.7864214,15.51729618,21.10597145,15.98291266,18.14676342,24.56998297,21.36895367,12.94104203,15.19130531,13.92080361,19.08492562,20.95940722,25.24505244,16.09453638,19.01318834,22.79931867,15.0080969,16.45184608,21.06397655,21.1344154,23.33097576,20.34003441,15.84403195,20.07272796,18.70029699,15.40237087,18.33474914,17.42189653,16.56205522,20.94997748,17.11430935,16.26464862,13.69944388,13.8226978,17.26816159,19.76882002,13.1616967,12.65374121,15.64237255,14.38526357,15.06805224,15.69231714,13.59666623,15.96805502,15.87931591,14.74416512
Pos_107,134,1,1,13.68714276,16.57698899,21.69772052,16.41067904,14.40154476,20.95067413,19.99251503,16.01323922,13.91721148,23.39336502,16.71998487,14.42141352,25.43599523,20.93376301,20.76791548,13.96798763,22.48641999,16.55051991,21.15537903,23.43738406,15.2452947,24.66934613,21.05171253,20.35158242,13.1103943,20.44016966,14.15276655,19.68793154,19.91935441,18.98836544,17.24296415,16.8019429,23.39889685,18.80614804,20.91226143,17.57863135,20.32469373,18.60716058,17.82579742,15.76252352,20.49934039,20.15485327,20.6546328,20.09269619,21.94262075,18.94706951,24.27147434,22.74214757,16.27047718,21.81450021,16.78263724,22.47972179,21.48118979,22.22453952,23.26459619,17.5087665,24.532825,24.1893829,21.65783144,22.71061188,15.63298861,20.98611029,14.90326218,20.59721206,23.16491896,21.27664178,22.43086785,13.0004386,12.90176221,18.61262664,21.05733125,25.61800805,15.68799951,18.5855536,21.90179613,14.91869443,16.51422866,23.0712589,21.3856617,24.3629968,20.35112087,15.28883936,20.04087946,18.01468068,14.40369443,18.44778455,17.26439092,16.28161209,21.63248821,20.83618128,13.5434095,12.22138322,12.72510434,16.65584186,19.23989587,11.60014857,12.25510968,15.47108749,13.29193519,15.00656297,13.39404706,13.1333461,16.42617123,15.93899147,14.61390653
Pos_108,135,1,4,13.83778953,16.24256004,16.20965969,16.45634116,15.42599394,21.03759075,20.33740362,15.99334449,15.02445343,23.33834156,15.53039004,14.29055711,25.46814504,21.26354997,20.87502033,15.56888123,22.7379913,17.73778728,21.6417713,23.50152706,14.78139572,23.94950359,22.21452667,20.70990242,13.21448047,20.6864341,15.01316507,19.56442643,19.99805646,19.04367747,18.06001865,19.12221977,23.46127454,19.46992359,22.08034362,20.40594292,21.56164912,19.02146319,18.39734802,15.11376156,19.44239675,13.61176079,20.63444497,20.17774362,21.94433675,19.00777265,24.27841394,23.1862628,17.05871206,22.42206953,17.78680363,22.55480453,21.51852843,22.21310273,23.23296431,17.7233119,23.73253125,23.92766381,21.02089405,23.74744054,15.89973837,22.01401843,15.90800561,18.05493956,24.32136713,21.29755967,21.37064037,14.77954839,13.6856838,19.06146743,20.99448699,25.53470841,16.79582499,19.00654893,22.92139361,14.85472534,16.49064859,14.63167357,21.2525155,22.62752693,20.62430669,16.03231548,20.09891071,17.90147532,16.28720269,19.11567083,17.45453846,16.24576929,21.17950161,16.00588441,16.15102992,14.33525874,12.73235668,16.29423244,20.04489266,13.66482818,12.8026254,16.39761231,14.47850323,14.79760424,15.05939397,13.63459308,16.85255672,15.89435748,14.87003769
Pos_109,136,1,2,13.36896836,16.56401197,20.9201284,16.31558755,14.17701992,20.44754877,20.32051721,15.93795879,13.64258739,22.87899045,16.44672947,12.86706663,25.39085513,20.83213501,20.93114261,14.74451264,22.55157391,16.57282257,20.83103738,23.49651526,16.01385483,24.4661382,21.02513418,20.1750913,13.04290719,20.5402002,14.06504256,19.67055847,19.95034863,18.33944125,17.27490882,16.4820711,22.17359418,18.54754613,20.55296283,17.76898391,19.31242286,18.65637207,18.19588593,15.80420253,18.19470957,19.04777639,20.68308909,20.18860645,21.99109949,18.91684988,24.08833849,22.32907104,16.52805545,21.77205094,16.4870249,22.56682577,21.42645585,22.31851529,23.27691375,17.567861,23.9512964,24.18315914,21.29407303,22.65596238,15.60142861,20.98492506,15.97411499,19.936155,22.75256551,21.44968609,13.00101651,13.8038375,11.8437213,18.37197203,20.9947977,25.51649699,15.58823817,18.63544496,21.6002857,15.28586188,16.29772525,22.44549102,20.98849677,23.44096204,20.27364114,16.08573018,20.10102309,16.88991675,14.15014861,17.71093728,17.35126238,16.35747916,20.47943834,18.60292967,14.37681938,14.88138446,12.99379424,16.2659723,19.91985575,13.39334583,12.29105755,15.67926262,13.56813086,14.51718444,14.48553461,13.79289366,15.93588104,16.05984585,14.38494019
Pos_110,137,1,2,13.40094976,16.17807695,16.86018996,16.17131227,14.08859295,20.83957268,20.30011468,15.51448139,14.39227822,23.04653171,15.70971474,14.05054186,25.44532218,20.67333251,20.89358846,14.57535966,22.71233603,16.40137578,20.12084094,23.49809613,15.26159981,24.66767896,20.80281578,20.04310551,12.9174289,20.55177353,14.07791743,19.7566231,19.93791902,18.43989456,17.43090811,16.35643295,22.0875732,18.18231192,20.85469437,18.50430312,20.54260932,18.30236547,17.72141431,15.0582102,17.39154478,17.16938892,20.55727397,20.0392351,22.02589382,18.87953667,24.08867868,22.58532758,16.30513341,20.83726778,16.98429804,22.5425958,21.4960083,21.98451766,23.31759709,17.61949035,24.03406591,23.90497655,21.42233355,22.58137528,15.50544351,20.85781633,15.46146089,18.16099711,22.71319938,21.47316648,22.11651086,13.05109562,11.6917353,18.44767646,21.11090635,25.4342556,15.44120376,19.72971163,21.94463269,15.28101384,16.52799928,20.08149287,21.53064978,23.44443284,19.96675234,15.31598242,20.08887335,18.31434899,14.51371603,16.67469876,17.27386139,16.27353013,20.2129868,19.00796039,14.65251373,12.36762906,12.89948033,16.12643329,19.68044364,13.8202006,12.48288125,15.35181894,13.16859138,15.34489671,15.165957,13.03897908,16.23762345,16.07044617,15.10387359
Pos_QC(I)#13,138,1,qc,14.95722606,17.12768987,18.1050547,16.49164293,15.03460777,21.50140367,20.29559675,15.4082128,13.70708883,24.50067151,16.85101388,14.02699482,25.32111622,22.30061375,20.92167713,14.97187327,22.84789631,19.07525664,21.43640743,23.57993757,15.86623432,24.96738789,21.86245108,21.35473546,13.16242946,20.64869564,14.88937932,19.57707731,20.08985525,19.52461669,18.39600728,17.49138061,22.46490468,19.46803408,21.99810441,20.54945203,21.59748659,19.21114404,19.41803003,15.74868363,19.23917982,19.57439635,20.73927027,20.1770292,22.05013096,19.18730541,23.99475291,23.56305184,17.03879049,23.2489779,17.63003413,22.19908617,21.83440162,22.18161557,23.27223055,17.69856394,23.83172344,24.31590453,20.71320599,23.39127015,17.77172785,21.66681812,15.47332578,21.54784776,25.69883063,21.51775129,18.44011029,11.5175578,13.75480025,19.19271564,21.10227085,25.41633481,15.57193289,19.9734068,22.81494126,15.36494415,16.46227069,22.08692132,21.28503057,23.08917744,21.51651171,15.36874488,20.12735007,17.06360578,16.83994504,18.08426038,17.94263735,16.41057577,23.05316568,14.56946202,15.71029247,12.7315683,13.61530922,16.302429,19.02365082,13.50262323,12.7587261,15.01318153,14.82702378,16.164,14.63430717,14.2029152,13.59889233,16.17622557,14.28874022
